"","participant","session","fixation_type","BIN_INDEX","sumFix","nTrials","meanFix"
"539","308610","1","semantic","41",2,58,0.0344827586206897
"540","308610","1","semantic","42",1,58,0.0172413793103448
"541","308610","1","semantic","43",2,58,0.0344827586206897
"542","308610","1","semantic","44",2,58,0.0344827586206897
"543","308610","1","semantic","45",2,58,0.0344827586206897
"544","308610","1","semantic","46",1,58,0.0172413793103448
"545","308610","1","semantic","47",2,58,0.0344827586206897
"546","308610","1","semantic","48",2,58,0.0344827586206897
"547","308610","1","semantic","49",2,58,0.0344827586206897
"548","308610","1","semantic","5",0,58,0
"549","308610","1","semantic","50",3,58,0.0517241379310345
"550","308610","1","semantic","51",3,58,0.0517241379310345
"551","308610","1","semantic","52",4,58,0.0689655172413793
"552","308610","1","semantic","53",5,58,0.0862068965517241
"553","308610","1","semantic","54",2,58,0.0344827586206897
"554","308610","1","semantic","55",2,58,0.0344827586206897
"555","308610","1","semantic","56",3,58,0.0517241379310345
"556","308610","1","semantic","57",2,58,0.0344827586206897
"557","308610","1","semantic","58",2,58,0.0344827586206897
"558","308610","1","semantic","59",3,58,0.0517241379310345
"559","308610","1","semantic","6",0,58,0
"560","308610","1","semantic","60",2,58,0.0344827586206897
"561","308610","1","semantic","61",3,58,0.0517241379310345
"562","308610","1","semantic","62",4,58,0.0689655172413793
"563","308610","1","semantic","63",4,58,0.0689655172413793
"564","308610","1","semantic","64",4,58,0.0689655172413793
"565","308610","1","semantic","65",5,58,0.0862068965517241
"566","308610","1","semantic","66",3,58,0.0517241379310345
"567","308610","1","semantic","67",3,58,0.0517241379310345
"568","308610","1","semantic","68",2,58,0.0344827586206897
"569","308610","1","semantic","69",2,58,0.0344827586206897
"570","308610","1","semantic","7",1,58,0.0172413793103448
"571","308610","1","target","0",1,58,0.0172413793103448
"572","308610","1","target","2",1,58,0.0172413793103448
"573","308610","1","target","20",33,58,0.568965517241379
"574","308610","1","target","21",33,58,0.568965517241379
"575","308610","1","target","22",34,58,0.586206896551724
"576","308610","1","target","23",39,58,0.672413793103448
"577","308610","1","target","24",38,58,0.655172413793103
"578","308610","1","target","25",45,58,0.775862068965517
"579","308610","1","target","26",41,58,0.706896551724138
"580","308610","1","target","27",44,58,0.758620689655172
"581","308610","1","target","28",43,58,0.741379310344828
"582","308610","1","target","29",47,58,0.810344827586207
"583","308610","1","target","3",0,58,0
"584","308610","1","target","30",44,58,0.758620689655172
"585","308610","1","target","31",46,58,0.793103448275862
"586","308610","1","target","32",43,58,0.741379310344828
